match_id,match_date,bowler,balls_bowled,runs_conceded,wickets_taken,overs_bowled,balls_last_7_days,balls_last_14_days,matches_last_7_days,matches_last_14_days,days_since_last_match,back_to_back_match,short_recovery_flag,overs_last_7_days,overs_last_14_days,fatigue_signal_score,high_recent_workload_flag,high_match_density_flag,high_fatigue_flag,injury_proxy_event
1354955,2023-03-16,Aamer Jamal,24,37,0,4.0,19,69,1,3,4.0,0,0,3.17,11.5,10.84,False,True,True,0
1354956,2023-03-17,Aamer Jamal,18,36,0,3.0,43,93,2,4,1.0,1,1,7.17,15.5,25.34,False,True,True,0
1416473,2024-02-18,Aamer Jamal,16,29,0,2.67,0,0,0,0,338.0,0,0,0.0,0.0,0.0,False,False,False,0
1416477,2024-02-21,Aamer Jamal,13,13,0,2.17,16,16,1,1,3.0,0,0,2.67,2.67,6.84,False,False,False,0
1416491,2024-03-04,Aamer Jamal,19,36,0,3.17,0,13,0,1,12.0,0,0,0.0,2.17,1.5,False,False,False,0
1416492,2024-03-05,Aamer Jamal,26,38,0,4.33,19,32,1,2,1.0,1,1,3.17,5.33,14.34,False,False,True,0
1416496,2024-03-08,Aamer Jamal,19,15,0,3.17,45,45,2,2,3.0,0,0,7.5,7.5,18.0,False,False,True,0
1416500,2024-03-11,Aamer Jamal,24,40,0,4.0,64,64,3,3,3.0,0,0,10.67,10.67,25.84,True,True,True,0
1416502,2024-03-14,Aamer Jamal,19,23,0,3.17,43,88,2,4,3.0,0,0,7.17,14.67,20.34,False,True,True,0
1416504,2024-03-16,Aamer Jamal,20,42,0,3.33,43,107,2,5,2.0,0,1,7.17,17.83,23.84,False,True,True,0
1475245,2025-04-18,Aamer Jamal,14,11,0,2.33,0,0,0,0,398.0,0,0,0.0,0.0,0.0,False,False,False,0
1475247,2025-04-20,Aamer Jamal,13,17,0,2.17,14,14,1,1,2.0,0,1,2.33,2.33,8.16,False,False,False,0
1475248,2025-04-21,Aamer Jamal,14,21,0,2.33,27,27,2,2,1.0,1,1,4.5,4.5,17.0,False,False,True,0
1475257,2025-05-01,Aamer Jamal,12,14,0,2.0,0,41,0,3,10.0,0,0,0.0,6.83,4.5,False,True,False,0
1475261,2025-05-04,Aamer Jamal,21,33,0,3.5,12,39,1,3,3.0,0,0,2.0,6.5,8.5,False,True,False,0
1475264,2025-05-17,Aamer Jamal,18,51,0,3.0,0,21,0,1,13.0,0,0,0.0,3.5,1.5,False,False,False,0
1475267,2025-05-19,Aamer Jamal,28,51,0,4.67,18,18,1,1,2.0,0,1,3.0,3.0,9.5,False,False,False,0
1527554,2026-03-28,Aamer Jamal,19,43,0,3.17,0,0,0,0,313.0,0,0,0.0,0.0,0.0,False,False,False,0
1527566,2026-04-08,Aamer Jamal,8,7,0,1.33,0,19,0,1,11.0,0,0,0.0,3.17,1.5,False,False,False,0
1527568,2026-04-09,Aamer Jamal,21,28,0,3.5,8,27,1,2,1.0,1,1,1.33,4.5,10.66,False,False,True,0
1527570,2026-04-11,Aamer Jamal,12,11,0,2.0,29,48,2,3,2.0,0,1,4.83,8.0,16.16,False,True,True,0
1527573,2026-04-13,Aamer Jamal,14,29,0,2.33,41,41,3,3,2.0,0,1,6.83,6.83,20.16,False,True,True,0
959211,2016-02-17,Aamer Yamin,21,21,0,3.5,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1075999,2017-02-20,Aamer Yamin,24,19,0,4.0,0,0,0,0,369.0,0,0,0.0,0.0,0.0,False,False,False,0
1076001,2017-02-24,Aamer Yamin,26,28,0,4.33,24,24,1,1,4.0,0,0,4.0,4.0,9.5,False,False,False,0
1076003,2017-02-25,Aamer Yamin,24,39,0,4.0,50,50,2,2,1.0,1,1,8.33,8.33,24.66,True,False,True,1
1128820,2018-02-23,Aamer Yamin,12,30,0,2.0,0,0,0,0,363.0,0,0,0.0,0.0,0.0,False,False,False,0
1128835,2018-03-08,Aamer Yamin,7,16,0,1.17,0,12,0,1,13.0,0,0,0.0,2.0,1.5,False,False,False,0
1168828,2019-02-21,Aamer Yamin,24,40,0,4.0,0,0,0,0,350.0,0,0,0.0,0.0,0.0,False,False,False,0
1168832,2019-02-23,Aamer Yamin,13,23,0,2.17,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
1168834,2019-02-24,Aamer Yamin,24,38,0,4.0,37,37,2,2,1.0,1,1,6.17,6.17,20.34,False,False,True,0
1168837,2019-02-27,Aamer Yamin,18,20,0,3.0,61,61,3,3,3.0,0,0,10.17,10.17,24.84,True,True,True,0
1168839,2019-02-28,Aamer Yamin,18,18,0,3.0,79,79,4,4,1.0,1,1,13.17,13.17,37.34,True,True,True,0
1168843,2019-03-04,Aamer Yamin,24,16,0,4.0,36,97,2,5,4.0,0,0,6.0,16.17,19.5,False,True,True,0
1168848,2019-03-10,Aamer Yamin,30,56,0,5.0,24,84,1,4,6.0,0,0,4.0,14.0,14.0,False,True,True,0
1168850,2019-03-14,Aamer Yamin,25,27,0,4.17,30,72,1,3,4.0,0,0,5.0,12.0,14.5,False,True,True,0
1211656,2020-03-02,Aamer Yamin,25,22,0,4.17,0,0,0,0,354.0,0,0,0.0,0.0,0.0,False,False,False,0
1211660,2020-03-06,Aamer Yamin,18,17,0,3.0,25,25,1,1,4.0,0,0,4.17,4.17,9.84,False,False,False,0
1211664,2020-03-08,Aamer Yamin,7,9,0,1.17,43,43,2,2,2.0,0,1,7.17,7.17,19.34,False,False,True,0
1247011,2021-02-20,Aamer Yamin,13,23,0,2.17,0,0,0,0,349.0,0,0,0.0,0.0,0.0,False,False,False,0
1247016,2021-02-24,Aamer Yamin,7,29,0,1.17,13,13,1,1,4.0,0,0,2.17,2.17,5.84,False,False,False,0
1247034,2021-06-15,Aamer Yamin,14,27,0,2.33,0,0,0,0,111.0,0,0,0.0,0.0,0.0,False,False,False,0
1293000,2022-01-27,Aamer Yamin,12,14,0,2.0,0,0,0,0,226.0,0,0,0.0,0.0,0.0,False,False,False,0
1293003,2022-01-29,Aamer Yamin,7,11,0,1.17,12,12,1,1,2.0,0,1,2.0,2.0,7.5,False,False,False,0
1293005,2022-01-30,Aamer Yamin,6,14,0,1.0,19,19,2,2,1.0,1,1,3.17,3.17,14.34,False,False,True,0
1293010,2022-02-04,Aamer Yamin,26,36,0,4.33,13,25,2,3,5.0,0,0,2.17,4.17,8.84,False,True,False,0
1293018,2022-02-13,Aamer Yamin,19,39,0,3.17,0,32,0,2,9.0,0,0,0.0,5.33,3.0,False,False,False,0
1354929,2023-02-18,Aamer Yamin,27,38,0,4.5,0,0,0,0,370.0,0,0,0.0,0.0,0.0,False,False,False,0
1354931,2023-02-19,Aamer Yamin,18,20,0,3.0,27,27,1,1,1.0,1,1,4.5,4.5,15.5,False,False,True,0
1354934,2023-02-22,Aamer Yamin,18,36,0,3.0,45,45,2,2,3.0,0,0,7.5,7.5,18.0,False,False,True,0
1354937,2023-02-26,Aamer Yamin,19,24,0,3.17,36,63,2,3,4.0,0,0,6.0,10.5,16.5,False,True,True,0
1354940,2023-03-01,Aamer Yamin,26,38,0,4.33,37,82,2,4,3.0,0,0,6.17,13.67,18.34,False,True,True,0
1354942,2023-03-03,Aamer Yamin,20,42,0,3.33,45,108,2,5,2.0,0,1,7.5,18.0,24.5,False,True,True,0
1354945,2023-03-06,Aamer Yamin,17,21,0,2.83,46,83,2,4,3.0,0,0,7.67,13.83,21.34,False,True,True,0
1247023,2021-03-03,Abbas Afridi,28,27,0,4.67,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1247032,2021-06-14,Abbas Afridi,20,37,0,3.33,0,0,0,0,103.0,0,0,0.0,0.0,0.0,False,False,False,0
1247034,2021-06-15,Abbas Afridi,6,13,0,1.0,20,20,1,1,1.0,1,1,3.33,3.33,13.16,False,False,True,0
1247037,2021-06-17,Abbas Afridi,14,30,0,2.33,26,26,2,2,2.0,0,1,4.33,4.33,13.66,False,False,True,0
1293006,2022-01-31,Abbas Afridi,19,26,0,3.17,0,0,0,0,228.0,0,0,0.0,0.0,0.0,False,False,False,0
1293007,2022-02-01,Abbas Afridi,12,26,0,2.0,19,19,1,1,1.0,1,1,3.17,3.17,12.84,False,False,True,0
1293012,2022-02-05,Abbas Afridi,18,21,0,3.0,31,31,2,2,4.0,0,0,5.17,5.17,13.34,False,False,True,0
1293015,2022-02-10,Abbas Afridi,18,23,0,3.0,18,49,1,3,5.0,0,0,3.0,8.17,10.5,False,True,True,0
1293016,2022-02-11,Abbas Afridi,24,34,0,4.0,36,67,2,4,1.0,1,1,6.0,11.17,23.0,False,True,True,0
1354926,2023-02-15,Abbas Afridi,25,27,0,4.17,0,0,0,0,369.0,0,0,0.0,0.0,0.0,False,False,False,0
1354928,2023-02-17,Abbas Afridi,19,33,0,3.17,25,25,1,1,2.0,0,1,4.17,4.17,11.84,False,False,True,0
1354930,2023-02-19,Abbas Afridi,19,22,0,3.17,44,44,2,2,2.0,0,1,7.33,7.33,19.66,False,False,True,0
1354934,2023-02-22,Abbas Afridi,27,55,0,4.5,63,63,3,3,3.0,0,0,10.5,10.5,25.5,True,True,True,0
1354937,2023-02-26,Abbas Afridi,24,37,0,4.0,46,90,2,4,4.0,0,0,7.67,15.0,21.34,False,True,True,0
1354943,2023-03-04,Abbas Afridi,18,25,0,3.0,24,70,1,3,6.0,0,0,4.0,11.67,12.5,False,True,True,0
1354947,2023-03-07,Abbas Afridi,26,46,0,4.33,18,69,1,3,3.0,0,0,3.0,11.5,10.5,False,True,True,0
1354950,2023-03-10,Abbas Afridi,26,39,0,4.33,44,68,2,3,3.0,0,0,7.33,11.33,19.16,False,True,True,0
1354951,2023-03-11,Abbas Afridi,26,47,0,4.33,70,94,3,4,1.0,1,1,11.67,15.67,34.34,True,True,True,0
1354954,2023-03-15,Abbas Afridi,15,5,0,2.5,52,96,2,4,4.0,0,0,8.67,16.0,23.34,True,True,True,0
1354957,2023-03-18,Abbas Afridi,25,38,0,4.17,41,111,2,5,3.0,0,0,6.83,18.5,21.16,False,True,True,0
1416474,2024-02-18,Abbas Afridi,19,16,0,3.17,0,0,0,0,337.0,0,0,0.0,0.0,0.0,False,False,False,0
1416476,2024-02-20,Abbas Afridi,26,37,0,4.33,19,19,1,1,2.0,0,1,3.17,3.17,9.84,False,False,False,0
1416478,2024-02-21,Abbas Afridi,24,35,0,4.0,45,45,2,2,1.0,1,1,7.5,7.5,23.0,False,False,True,0
1416480,2024-02-23,Abbas Afridi,25,48,0,4.17,69,69,3,3,2.0,0,1,11.5,11.5,29.5,True,True,True,0
1416482,2024-02-25,Abbas Afridi,27,34,0,4.5,94,94,4,4,2.0,0,1,15.67,15.67,39.34,True,True,True,1
1416498,2024-03-10,Abbas Afridi,25,45,0,4.17,0,27,0,1,14.0,0,0,0.0,4.5,1.5,False,False,False,0
1416501,2024-03-12,Abbas Afridi,19,14,0,3.17,25,25,1,1,2.0,0,1,4.17,4.17,11.84,False,False,True,0
1416502,2024-03-14,Abbas Afridi,12,21,0,2.0,44,44,2,2,2.0,0,1,7.33,7.33,19.66,False,False,True,0
1416505,2024-03-18,Abbas Afridi,6,9,0,1.0,31,56,2,3,4.0,0,0,5.17,9.33,14.84,False,True,True,0
1475240,2025-04-12,Abbas Afridi,28,53,0,4.67,0,0,0,0,390.0,0,0,0.0,0.0,0.0,False,False,False,0
1475243,2025-04-15,Abbas Afridi,24,47,0,4.0,28,28,1,1,3.0,0,0,4.67,4.67,10.84,False,False,True,0
1475245,2025-04-18,Abbas Afridi,13,9,0,2.17,52,52,2,2,3.0,0,0,8.67,8.67,20.34,True,False,True,0
1475247,2025-04-20,Abbas Afridi,20,24,0,3.33,37,65,2,3,2.0,0,1,6.17,10.83,18.84,False,True,True,0
1475248,2025-04-21,Abbas Afridi,25,30,0,4.17,57,85,3,4,1.0,1,1,9.5,14.17,30.0,True,True,True,0
1475252,2025-04-25,Abbas Afridi,24,31,0,4.0,58,110,3,5,4.0,0,0,9.67,18.33,26.84,True,True,True,0
1475257,2025-05-01,Abbas Afridi,20,35,0,3.33,24,82,1,4,6.0,0,0,4.0,13.67,14.0,False,True,True,0
1475261,2025-05-04,Abbas Afridi,20,27,0,3.33,20,89,1,4,3.0,0,0,3.33,14.83,12.66,False,True,True,0
1475264,2025-05-17,Abbas Afridi,24,48,0,4.0,0,20,0,1,13.0,0,0,0.0,3.33,1.5,False,False,False,0
1475267,2025-05-19,Abbas Afridi,25,55,0,4.17,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
1475269,2025-05-22,Abbas Afridi,24,51,0,4.0,49,49,2,2,3.0,0,0,8.17,8.17,19.34,True,False,True,1
1527557,2026-03-29,Abbas Afridi,14,19,0,2.33,0,0,0,0,311.0,0,0,0.0,0.0,0.0,False,False,False,0
1527561,2026-04-02,Abbas Afridi,18,43,0,3.0,14,14,1,1,4.0,0,0,2.33,2.33,6.16,False,False,False,0
1527568,2026-04-09,Abbas Afridi,24,56,0,4.0,18,32,1,2,7.0,0,0,3.0,5.33,9.0,False,False,False,0
1527571,2026-04-11,Abbas Afridi,24,30,0,4.0,24,56,1,3,2.0,0,1,4.0,9.33,14.5,False,True,True,0
1211642,2020-02-20,Abdul Nasir,18,27,0,3.0,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1247039,2021-06-19,Abdul Nasir,24,15,0,4.0,0,0,0,0,485.0,0,0,0.0,0.0,0.0,False,False,False,0
959211,2016-02-17,Abdur Rehman,20,28,0,3.33,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1075988,2017-02-10,Abrar Ahmed,24,22,0,4.0,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1075990,2017-02-11,Abrar Ahmed,12,19,0,2.0,24,24,1,1,1.0,1,1,4.0,4.0,14.5,False,False,True,0
1247034,2021-06-15,Abrar Ahmed,24,14,0,4.0,0,0,0,0,1585.0,0,0,0.0,0.0,0.0,False,False,False,0
1247036,2021-06-17,Abrar Ahmed,18,48,0,3.0,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
1354930,2023-02-19,Abrar Ahmed,27,21,0,4.5,0,0,0,0,612.0,0,0,0.0,0.0,0.0,False,False,False,0
1354936,2023-02-24,Abrar Ahmed,25,21,0,4.17,27,27,1,1,5.0,0,0,4.5,4.5,10.5,False,False,True,0
1354939,2023-02-27,Abrar Ahmed,24,50,0,4.0,25,52,1,2,3.0,0,0,4.17,8.67,11.34,False,False,True,0
1416473,2024-02-18,Abrar Ahmed,25,30,0,4.17,0,0,0,0,356.0,0,0,0.0,0.0,0.0,False,False,False,0
1416475,2024-02-19,Abrar Ahmed,25,40,0,4.17,25,25,1,1,1.0,1,1,4.17,4.17,14.84,False,False,True,0
1416479,2024-02-22,Abrar Ahmed,24,19,0,4.0,50,50,2,2,3.0,0,0,8.33,8.33,19.66,True,False,True,0
1416482,2024-02-25,Abrar Ahmed,24,35,0,4.0,74,74,3,3,3.0,0,0,12.33,12.33,29.16,True,True,True,0
1416487,2024-02-29,Abrar Ahmed,24,31,0,4.0,48,98,2,4,4.0,0,0,8.0,16.33,22.0,True,True,True,0
1416493,2024-03-06,Abrar Ahmed,25,25,0,4.17,24,72,1,3,6.0,0,0,4.0,12.0,12.5,False,True,True,0
1416496,2024-03-08,Abrar Ahmed,24,34,0,4.0,25,73,1,3,2.0,0,1,4.17,12.17,14.84,False,True,True,0
1416499,2024-03-10,Abrar Ahmed,24,31,0,4.0,49,97,2,4,2.0,0,1,8.17,16.17,24.34,True,True,True,0
1416501,2024-03-12,Abrar Ahmed,24,39,0,4.0,73,97,3,4,2.0,0,1,12.17,16.17,32.34,True,True,True,0
1416503,2024-03-15,Abrar Ahmed,24,32,0,4.0,72,97,3,4,3.0,0,0,12.0,16.17,30.0,True,True,True,1
1475239,2025-04-12,Abrar Ahmed,26,42,0,4.33,0,0,0,0,393.0,0,0,0.0,0.0,0.0,False,False,False,0
1475241,2025-04-13,Abrar Ahmed,25,33,0,4.17,26,26,1,1,1.0,1,1,4.33,4.33,15.16,False,False,True,0
1475245,2025-04-18,Abrar Ahmed,24,33,0,4.0,51,51,2,2,5.0,0,0,8.5,8.5,20.0,True,False,True,0
1475252,2025-04-25,Abrar Ahmed,24,15,0,4.0,24,75,1,3,7.0,0,0,4.0,12.5,12.5,False,True,True,0
1475254,2025-04-27,Abrar Ahmed,18,30,0,3.0,24,73,1,3,2.0,0,1,4.0,12.17,14.5,False,True,True,0
1475255,2025-04-29,Abrar Ahmed,18,13,0,3.0,42,66,2,3,2.0,0,1,7.0,11.0,20.5,False,True,True,0
1475258,2025-05-01,Abrar Ahmed,15,23,0,2.5,60,84,3,4,2.0,0,1,10.0,14.0,28.0,True,True,True,0
1475260,2025-05-03,Abrar Ahmed,25,29,0,4.17,51,75,3,4,2.0,0,1,8.5,12.5,25.0,True,True,True,0
1475263,2025-05-07,Abrar Ahmed,25,17,0,4.17,40,100,2,5,4.0,0,0,6.67,16.67,20.84,False,True,True,0
1475265,2025-05-18,Abrar Ahmed,24,38,0,4.0,0,25,0,1,11.0,0,0,0.0,4.17,1.5,False,False,False,0
1475268,2025-05-21,Abrar Ahmed,24,27,0,4.0,24,49,1,2,3.0,0,0,4.0,8.17,11.0,False,False,True,0
1475271,2025-05-25,Abrar Ahmed,24,28,0,4.0,48,48,2,2,4.0,0,0,8.0,8.0,19.0,True,False,True,1
1527553,2026-03-27,Abrar Ahmed,24,35,0,4.0,0,0,0,0,306.0,0,0,0.0,0.0,0.0,False,False,False,0
1527556,2026-03-29,Abrar Ahmed,25,23,0,4.17,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
1527560,2026-04-02,Abrar Ahmed,24,29,0,4.0,49,49,2,2,4.0,0,0,8.17,8.17,19.34,True,False,True,0
1527564,2026-04-05,Abrar Ahmed,24,46,0,4.0,49,73,2,3,3.0,0,0,8.17,12.17,20.84,True,True,True,0
1527569,2026-04-10,Abrar Ahmed,18,24,0,3.0,24,97,1,4,5.0,0,0,4.0,16.17,14.0,False,True,True,0
959183,2016-02-06,Adnan Rasool,27,37,0,4.5,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
959203,2016-02-13,Adnan Rasool,14,30,0,2.33,27,27,1,1,7.0,0,0,4.5,4.5,10.5,False,False,True,0
1416482,2024-02-25,Aftab Ibrahim,18,26,0,3.0,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1416485,2024-02-27,Aftab Ibrahim,6,5,0,1.0,18,18,1,1,2.0,0,1,3.0,3.0,9.5,False,False,False,0
1416492,2024-03-05,Aftab Ibrahim,19,30,0,3.17,6,24,1,2,7.0,0,0,1.0,4.0,5.0,False,False,False,0
